full_name,stargazers_count,description,created_at,updated_at,forks_count,watchers_count,size,language,has_issues,has_projects,has_downloads,has_wiki,has_pages,has_discussions,archived,open_issues_count
purekid/mongodm,200,"MongoDB ORM that includes support for references,embed and multilevel inheritance.",2013-04-28T07:36:50Z,2025-01-12T17:45:17Z,47,200,360,PHP,True,True,True,True,False,False,False,19
ixty/xarch_shellcode,200,Cross Architecture Shellcode in C,2016-08-24T14:09:24Z,2025-02-03T12:02:07Z,40,200,48,C,True,True,True,True,False,False,False,0
markusahlstrand/cloudworker-proxy,200,An api gateway for cloudflare workers,2019-07-27T11:53:46Z,2025-04-08T18:49:06Z,23,200,1871,TypeScript,True,True,True,True,False,False,False,42
sgugger/Adam-experiments,200,Experiments with Adam/AdamW/amsgrad,2018-07-02T22:03:11Z,2025-04-06T04:23:37Z,36,200,19,Python,True,True,True,True,False,False,False,3
schmittjoh/JMSAopBundle,200,Adds AOP capabilities to Symfony,2011-09-13T23:04:13Z,2025-03-22T21:50:35Z,53,200,42,PHP,True,True,True,False,False,False,False,18
jecelyin/920-Text-Editor-old,200,new project,2012-08-24T05:47:37Z,2025-04-16T10:20:49Z,87,200,3547,Java,True,True,True,True,True,False,False,21
t7morgen/misato-dataset,200,,2023-05-24T19:56:21Z,2025-04-20T14:28:28Z,19,200,179052,Jupyter Notebook,True,True,True,True,False,False,False,10
JuliaReach/ReachabilityAnalysis.jl,200,Computing reachable states of dynamical systems in Julia,2019-12-03T13:04:40Z,2025-04-26T03:02:07Z,17,200,14427,Julia,True,False,True,True,True,False,False,148
lsongdev/node-bluetooth,200,:large_blue_diamond:😬Bluetooth serial port communication for Node.js,2016-06-28T08:22:47Z,2025-04-26T10:06:06Z,56,200,71,C++,True,True,True,True,False,False,False,27
ppwwyyxx/SoPaper,200,Automatically Search and Download Papers,2014-03-13T04:31:19Z,2025-04-28T14:45:39Z,44,200,3797,Python,True,True,True,True,False,False,False,3
Codehagen/Dingify,200,Dingify is helping you unlock the power of seamless real-time monitoring,2024-05-10T05:39:13Z,2025-04-28T03:32:53Z,28,200,2504,TypeScript,True,True,True,True,False,False,False,8
mkchoi212/paper-jekyll-theme,200,A minimal Jekyll theme for personal blogs,2017-07-21T01:49:26Z,2025-05-06T02:45:02Z,141,200,227,SCSS,True,True,True,True,True,False,False,4
sahlberg/libiscsi,200,iscsi client library and utilities,2010-12-04T21:21:43Z,2025-05-03T10:50:01Z,168,200,6285,C,True,True,True,True,False,False,False,13
lcswillems/torch-ac,200,Recurrent and multi-process PyTorch implementation of deep reinforcement Actor-Critic algorithms A2C and PPO,2019-04-07T08:47:24Z,2025-05-06T19:56:54Z,65,200,24,Python,True,True,True,True,False,False,False,7
lxwagn/using-go-with-c-libraries,200,A tutorial project showing how to use C static and dynamic libraries (.a and .so) with Golang,2017-12-04T23:39:50Z,2025-05-07T13:39:13Z,20,200,22,Go,True,False,True,False,False,False,False,2
DDoSolitary/OkcAgent,200,A utility that makes OpenKeychain available in your Termux shell,2019-07-17T03:42:05Z,2025-05-11T22:59:31Z,16,200,800,Kotlin,True,True,True,True,False,False,False,56
marlenesco/material-cards,400,Card style based on Google Material color palette,2015-07-21T15:03:54Z,2025-02-22T07:30:40Z,127,400,47,Less,True,True,True,True,False,False,False,0
devlive-community/dbm,400,"Full platform database management tool, supports ClickHouse, Presto, Trino, MySQL, PostgreSQL, Apache Druid, ElasticSearch...",2021-05-19T11:09:11Z,2025-04-25T00:41:11Z,54,400,15469,TypeScript,True,False,True,False,True,True,False,18
kiibohd/pcb,400,PCB and PCB related bits,2015-02-14T03:57:37Z,2025-04-24T22:13:23Z,80,400,14241,,True,True,True,True,False,False,False,6
awesome-inc/FontAwesome.Sharp,400,A library for using Font Awesome in WPF & Windows Forms applications,2015-03-15T14:20:12Z,2025-05-05T13:32:32Z,91,400,7587,C#,True,True,True,True,True,False,False,3
Mongo2Go/Mongo2Go,400,Mongo2Go - MongoDB for .NET integration tests,2012-07-26T10:02:42Z,2025-05-09T01:48:12Z,73,400,484946,C#,True,False,True,True,False,False,False,7
TexTools/FFXIV_TexTools_UI,400,,2020-07-12T17:31:50Z,2025-05-08T03:58:36Z,69,400,4506,C#,True,True,True,True,False,False,False,16
tegon/traktflix,400,Trakt.tv + Netflix = :heart:,2015-06-16T01:41:43Z,2025-05-15T03:05:53Z,45,400,7367,JavaScript,True,True,True,True,True,False,True,64
AngelJumbo/lavat,400,Lava lamp simulation using metaballs in the terminal ,2022-10-17T01:03:39Z,2025-05-18T12:11:16Z,8,400,21080,C,True,True,True,True,False,False,False,0
gokadin/ai-simplest-network,400,The simplest form of an artificial neural network explained and demonstrated. ,2019-07-31T01:05:31Z,2025-05-18T16:02:03Z,30,400,265,Go,True,True,True,True,False,False,False,0
ethyca/fides,400,The Privacy Engineering & Compliance Framework,2021-02-04T22:42:33Z,2025-05-16T18:15:28Z,82,400,116950,Python,True,True,True,False,True,False,False,287
adrianhajdin/storage_management_solution,400,,2024-11-07T14:57:09Z,2025-05-17T16:15:13Z,135,400,741,TypeScript,True,True,True,True,False,False,False,15
abbbi/virtnbdbackup,400,Backup utility for  Libvirt / qemu / kvm supporting incremental and differential backups + instant recovery (agentless).,2020-11-11T20:12:16Z,2025-05-17T19:04:27Z,49,400,1900,Python,True,True,True,True,True,True,False,21
ibigio/shell-ai,400,"A delightfully minimal, yet remarkably powerful AI Shell Assistant.",2022-06-24T17:27:04Z,2025-05-18T05:44:26Z,33,400,10553,Go,True,True,True,True,False,False,False,12
Open-Deep-ML/DML-OpenProblem,400,,2024-07-12T11:48:14Z,2025-05-18T09:32:12Z,131,400,21154,HTML,True,True,True,True,True,False,False,150
rxrbln/t2sde,400,T2 SDE Linux,2021-05-13T09:08:43Z,2025-05-19T11:02:48Z,56,400,111234,C,True,True,True,True,False,False,False,148
NeoRazorX/facturascripts,400,Open source ERP software. Built on modern PHP and bootstrap 4. Easy and powerful.,2013-04-06T16:53:45Z,2025-05-19T16:32:36Z,261,400,51775,PHP,False,False,True,False,False,False,False,74
eagleoflqj/p1a3_script,400,Tampermonkey Script for 1point3acres / 一亩三分地的油猴脚本,2019-01-17T16:30:01Z,2025-05-19T19:06:16Z,52,400,288,CSS,True,True,True,True,False,False,False,3
chuxuzhang/KDD2019_HetGNN,400,code of HetGNN,2019-05-15T15:53:46Z,2025-04-01T01:25:05Z,101,400,62703,Python,True,True,True,True,False,False,False,21
moqod/ios-material-design,400,,2015-01-15T13:17:33Z,2025-02-06T01:13:13Z,70,400,1077,Objective-C,True,True,True,True,False,False,False,5
Mieze/IntelMausiEthernet,400,OS X driver for Intel onboard LAN,2015-03-06T21:53:09Z,2025-04-09T07:37:32Z,97,400,570,C,True,True,True,True,False,False,False,5
marcoskirsch/nodemcu-httpserver,400,A (very) simple web server written in Lua for the ESP8266 firmware NodeMCU.,2015-02-03T00:44:41Z,2025-04-15T09:52:54Z,165,400,404,Lua,True,True,True,True,False,False,False,15
SebLague/Ray-Tracing,400,,2023-04-01T11:06:29Z,2025-04-27T03:35:31Z,35,400,6966,C#,True,True,True,False,False,False,False,0
bubbliiiing/pspnet-pytorch,400,这是一个pspnet-pytorch的源码，可以用于训练自己的模型。,2020-09-24T01:55:58Z,2025-05-10T10:45:03Z,71,400,9516,Python,True,True,True,True,False,False,False,32
bokub/nopaste,400,:clipboard: Client-side paste service,2020-02-13T14:51:59Z,2025-05-12T10:36:07Z,139,400,532,JavaScript,True,True,True,True,True,False,False,4
lokles/Web-Development-Interview-With-Java,400,Java 开发相关技术栈（大中厂）高频面试问题收录。,2020-11-19T04:32:07Z,2025-05-05T06:32:39Z,107,400,10268,,True,True,True,True,False,False,False,1
vjpr/monaco-bold,400,The Monaco font with a bold variant,2013-06-08T06:29:58Z,2025-05-13T15:06:15Z,86,400,1106,,True,True,True,True,False,False,False,6
izimobil/django-rest-framework-datatables,400,Seamless integration between Django REST framework and Datatables.,2018-04-10T08:30:20Z,2025-05-14T00:20:21Z,90,400,355,Python,True,True,True,True,False,False,False,18
JavierIH/miniKame,400,ESP8266 based quadruped with 8DOF and oscillator based gaits.,2015-11-26T18:13:19Z,2025-05-13T23:34:28Z,106,400,19500,KiCad,True,True,True,True,False,False,False,2
apple/swift-nio-ssl,400,"TLS Support for SwiftNIO, based on BoringSSL.",2018-02-20T02:03:33Z,2025-05-15T21:48:10Z,150,400,12988,Assembly,True,False,True,False,False,False,False,29
Snowming04/CobaltStrike4.0_related,400,破解的cs4.0、cs4.0官方手册翻译和一些笔记,2020-03-23T08:18:28Z,2025-05-17T04:45:38Z,73,400,18169,,True,True,True,True,False,False,False,2
Tencent/tdesign-vue-starter,400,A starter-kit for TDesign Vue UI components.,2021-12-14T14:52:05Z,2025-05-19T08:24:38Z,97,400,6403,Vue,True,True,True,True,False,False,False,17
pcwalton/offset-allocator,400,A port of Sebastian Aaltonen's `OffsetAllocator` to Rust,2024-04-30T07:26:17Z,2025-04-13T20:31:27Z,9,400,27,Rust,True,True,True,True,False,False,False,6
cocos-creator/cocos-tutorial-hot-update,400,Tutorial project for Cocos Creator hot update,2016-02-07T09:25:45Z,2025-04-15T09:04:52Z,309,400,21852,TypeScript,True,True,True,True,False,False,False,18
jsa-aerial/hanami,400,Interactive arts and charts plotting with Clojure(Script) and Vega-lite / Vega. Flower viewing 花見 (hanami),2017-09-14T20:53:49Z,2025-04-21T18:58:12Z,12,400,2986,Clojure,True,True,True,True,False,False,False,8
kevinzakka/torchnca,400,A PyTorch implementation of Neighbourhood Components Analysis.,2020-01-25T21:43:11Z,2024-10-16T17:45:43Z,54,400,2426,Python,True,True,True,True,False,False,True,4
LightBDD/LightBDD,400,BDD framework allowing to create easy to read and maintain tests.,2013-09-07T10:58:46Z,2025-05-16T03:05:16Z,46,400,17172,C#,True,True,True,True,False,False,False,34
CodeGuide-dev/codeguide-starter-lite,400,,2025-01-29T06:05:48Z,2025-05-17T22:04:41Z,76,400,218,TypeScript,True,True,True,True,False,False,False,1
volodymyrprokopyuk/go-blockchain,400,A foundational and practical guide for effectively learning and progressively building a blockchain from scratch in Go with gRPC,2024-08-31T05:29:04Z,2025-05-17T21:02:25Z,36,400,653,Go,True,True,True,True,False,False,False,0
redhat-cop/agnosticd,400,AgnosticD - Ansible Deployer for multiple Cloud Deployers,2017-01-24T03:12:27Z,2025-05-19T02:48:47Z,507,400,83748,Jinja,True,True,True,True,True,True,False,70
aelassas/bookcars,400,Car Rental Platform with Mobile App,2022-04-20T21:56:03Z,2025-05-19T18:53:48Z,253,400,44095,TypeScript,True,False,True,True,False,False,False,0
browserify/factor-bundle,400,factor browser-pack bundles into common shared bundles,2014-01-25T08:39:45Z,2024-10-14T02:34:12Z,27,400,84,JavaScript,True,False,True,False,False,False,False,28
chrstphrknwtn/grid-clock-screensaver,400,Grid clock macOS screensaver,2016-11-19T16:10:40Z,2025-04-13T06:04:01Z,34,400,48,HTML,True,True,True,True,False,False,False,5
codewars/codewars-runner-cli,400,Old CodeRunner project. See https://github.com/codewars/runner instead.,2014-05-24T16:37:47Z,2025-05-01T12:33:24Z,141,400,16370,JavaScript,True,True,True,False,False,False,True,0
guyan0319/go-admin,400,基于go+gin+vue+element admin 后台管理系统，支持用户管理，认证，内容管理等,2019-10-14T12:44:38Z,2025-05-16T08:00:11Z,136,400,217839,Vue,True,True,True,True,False,False,False,35
microsoft/ntttcp,400,,2021-01-29T23:07:20Z,2025-05-18T19:33:11Z,27,400,44,C,True,False,True,True,False,False,False,12
datalayer/jupyter-ui,400,🪐 ⚛️ React.js components 💯% compatible with 🪐 Jupyter https://jupyter-ui-storybook.datalayer.tech,2021-10-01T06:38:39Z,2025-05-19T12:27:11Z,54,400,6583,TypeScript,True,False,True,False,False,False,False,89
dcrec1/inploy,400,Rails and Sinatra deployment made easy,2009-10-05T23:12:42Z,2025-02-26T01:49:40Z,29,400,308,Ruby,True,True,True,True,False,False,False,12
zesage/flutter_compass,400,A Flutter Create 5K app,2019-05-07T17:04:37Z,2025-01-02T16:07:33Z,104,400,127847,Dart,True,True,True,True,False,False,False,1
dappuniversity/price-bot,400,,2020-07-07T19:55:21Z,2025-02-20T20:28:12Z,389,400,57,,True,True,True,True,False,False,False,38
windows-internals-guide/security,400,,2020-03-03T02:39:19Z,2025-04-19T15:46:54Z,26,400,525,C++,True,True,True,True,False,False,False,1
google/googleapis.dart,400,Repository for building the googleapis packages,2014-08-14T10:55:00Z,2025-04-21T17:08:18Z,124,400,375567,Dart,True,False,True,False,False,True,False,48
suraj-deshmukh/Keras-Multi-Label-Image-Classification,400,Keras- Multi Label Image Classification,2016-11-17T03:42:03Z,2025-04-24T01:52:45Z,117,400,111018,Jupyter Notebook,True,True,True,True,True,False,False,6
chaoyi-wu/Finetune_LLAMA,400,简单易懂的LLaMA微调指南。,2023-03-20T08:38:21Z,2025-04-27T03:12:27Z,36,400,21199,Python,True,True,True,True,False,False,False,9
cklmercer/vue-stash,400,Easily share reactive data between your Vue components.,2016-07-07T16:28:30Z,2025-04-29T09:02:48Z,29,400,2895,JavaScript,True,True,True,True,False,False,True,4
m5stack/M5StickC-Plus,400,M5StickCPlus Arduino Library,2020-07-16T02:31:53Z,2025-05-03T01:28:39Z,96,400,1756,C,True,True,True,True,False,False,False,6
sriharshaarangi/BatteryChargeLimit,400,,2017-03-18T04:39:17Z,2025-05-05T20:58:48Z,108,400,6066,Kotlin,True,True,True,True,False,False,False,67
dictation-toolbox/dragonfly,400,"Speech recognition framework allowing powerful Python-based scripting and extension of Dragon NaturallySpeaking (DNS), Windows Speech Recognition (WSR), Kaldi and CMU Pocket Sphinx",2017-05-26T08:23:01Z,2025-05-07T03:34:33Z,73,400,5826,Python,True,True,True,True,False,False,False,22
AsyncAlgoTrading/algo-coin,400,Python library for algorithmic trading cryptocurrencies across multiple exchanges,2015-06-28T21:31:49Z,2025-05-07T01:10:23Z,74,400,6938,TypeScript,True,False,True,False,False,False,True,1
aws-robotics/aws-robomaker-small-warehouse-world,400,This Gazebo world is well suited for organizations who are building and testing robot applications for warehouse and logistics use cases.,2020-05-19T22:23:37Z,2025-05-08T14:53:39Z,110,400,9674,CMake,True,True,True,True,False,False,False,3
Warren2060/ChillBitmap,400,「寒蝉点阵体」是寒蝉字型又一套像素风格的中文字库。现有7px和16px。,2022-03-30T09:39:59Z,2025-05-10T12:47:11Z,11,400,16981,,True,True,True,True,False,False,False,1
ifduyue/python-xxhash,400,Python Binding for xxHash,2014-07-30T15:38:47Z,2025-05-19T04:11:36Z,34,400,251,C,True,True,True,True,False,False,False,6
Azure/connectthedots,400,Connect tiny devices to Microsoft Azure services to build IoT solutions,2014-11-11T19:27:30Z,2024-11-21T01:51:25Z,273,400,89864,C#,True,True,True,True,False,False,True,11
facebookresearch/GradientEpisodicMemory,400,Continuum Learning with GEM:  Gradient Episodic Memory,2017-11-07T15:53:53Z,2025-03-25T15:37:19Z,75,400,29,Python,True,True,True,False,False,False,True,1
mkocabas/CoordConv-pytorch,400,Pytorch implementation of CoordConv introduced in 'An intriguing failing of convolutional neural networks and the CoordConv solution' paper. (https://arxiv.org/pdf/1807.03247.pdf),2018-07-11T14:41:22Z,2025-04-25T06:32:41Z,50,400,17,Python,True,True,True,True,False,False,False,5
frank-lam/lanproxy-nat,400,🌍 手把手教你，搭建内网穿透服务，基于 lanproxy 穿透服务，为你深度定制了开箱即用的服务端和客户端 Docker 镜像。,2019-01-03T02:45:50Z,2025-05-14T12:19:25Z,83,400,993,Dockerfile,True,True,True,True,False,False,False,5
discourse/mini_sql,400,"a minimal, fast, safe sql executor",2018-06-15T06:15:13Z,2025-05-13T23:56:35Z,17,400,225,Ruby,True,False,True,False,False,False,False,1
laksa19/mikhmonv3,400,MikroTik Hotspot Monitor V3 [MikroTik API PHP],2018-08-20T11:35:43Z,2025-05-17T21:47:06Z,270,400,3757,PHP,True,True,True,True,True,False,False,26
xadhrit/terra,400,OSINT Tool on Twitter and Instagram.,2021-05-05T04:25:19Z,2025-05-18T10:18:18Z,65,400,807,Python,True,True,True,True,False,False,False,19
bcssov/IronyModManager,400,Mod Manager for Paradox Games. Official Discord: https://discord.gg/t9JmY8KFrV,2020-01-10T01:31:54Z,2025-05-18T06:21:57Z,42,400,28986,C#,True,False,True,True,True,True,False,33
rarible/protocol-contracts,400,Interfaces for smart contracts used by Rarible,2021-02-18T04:34:55Z,2025-05-18T23:25:19Z,237,400,219183,JavaScript,True,True,True,True,False,False,False,4
aicezam/SmartOnmyoji,400,阴阳师后台代肝脚本，支持所有类似阴阳师的卡牌游戏（点点点游戏）自动找图-点击…（支持后台运行、支持多开、支持模拟器）,2022-01-01T04:23:08Z,2025-05-19T12:45:03Z,95,400,4624,Python,True,True,True,True,False,True,False,21
chilcote/vfuse,400,Convert bootable DMG images for use in VMware Fusion,2014-11-12T21:33:36Z,2025-02-26T12:13:28Z,48,400,212,Python,True,True,True,True,False,False,False,3
edmundhung/maildog,400,🐶 Hosting your own email forwarding service on AWS and managing it with Github Actions,2021-06-14T18:52:20Z,2024-11-02T08:07:44Z,18,400,2049,TypeScript,True,False,True,False,False,False,False,0
LianHaiMiao/pytorch-lesson-zh,400,pytorch 包教不包会,2017-11-10T09:25:53Z,2025-03-11T03:19:33Z,113,400,19554,Jupyter Notebook,True,True,True,True,False,False,False,1
BloodAxe/OpenCV-Tutorial,400,A sample project demonstrating use of OpenCV library in iOS platform,2012-06-23T09:53:42Z,2024-07-15T09:17:20Z,152,400,114777,C++,True,True,True,True,False,False,False,4
daviddarnes/mac-cursors,400,"✛ All cursor icons from OS X, in SVG format",2015-11-09T18:21:05Z,2025-05-08T07:14:41Z,34,400,6274,Nunjucks,True,False,True,False,False,False,False,0
qxinGitHub/Remove-web-limits-,400,"通杀大部分网站,可以解除禁止复制、剪切、选择文本、右键菜单的限制。原作者cat73,因为和搜索跳转脚本冲突,遂进行了改动。",2020-02-19T00:50:11Z,2025-05-15T11:05:05Z,53,400,44,JavaScript,True,True,True,True,False,False,False,68
ProjectPhysX/OpenCL-Wrapper,400,OpenCL is the most powerful programming language ever created. Yet the OpenCL C++ bindings are cumbersome and the code overhead prevents many people from getting started. I created this lightweight OpenCL-Wrapper to greatly simplify OpenCL software development with C++ while keeping functionality and performance.,2022-01-22T13:30:44Z,2025-05-17T08:34:53Z,40,400,332,C++,True,False,True,False,False,False,False,5
